3591014825683034028,1960492763963437717
4461137040181634622,11589451805192453627
4723866412481989542,12904290280039827484
9139284779187909883,4419441113321017715
16784536473690002840,1363298811296919979
6896315033725632216,12892447227305927043
12080284170695026696,886180212598796943
9798653209822608882,8865120540325941065
15651041209215153139,17560603702572579439
15286806730810710551,8654568050241316805
5740154199818782671,16269132274371646313
10946302724353525033,14335932189702134462
13662181664907118396,10436509379631007906
10500034333831548476,16473804572681337687
13647792451582777639,4217997941168389787
17367740379330033086,4565087746887308446
16578903640601075355,12214600839448389361
11120824480674020088,9396977812837312437
13851298792332131815,6527680022302548581
15789767238905865591,16214836810205760674
10010762653324090594,17066387312380424177
14061938583557711411,14558832047797307597
3708790628444612430,14448092777303073136
12342142205740740188,16943928940017931630
11003406172516886827,6554038971491796943
11533632618103911881,3544633376826394938
7205141486959169648,8383062871031587596
342754423715710520,12108378183094450401
12839505420424893605,10420100361041509467
12193495824602212339,11789107330471611038
11136024892910897111,13014491597276050475
6364923780470295374,14771535073613074821
4057716890372899453,13664597460605947200
210048711785233267,16860367802755115281
805277615951526647,7006991777525657691
12530304240048809858,7544662949700360032
16775208474690722267,9610409607592042246
14738857084096406335,1341727322833691686
15181059288639425247,1137541235000122071
9112235732615499689,11087971029894525589
3745945750120072739,1459527328606898795
7269365016884434276,18209328260675597994
1824917949942325128,17399446514176822361
2924324709432286680,7854732721049646666
2450409475645324848,13174646007452167390
10713433686691819733,6153958144031462280
16218676158307523718,6955202902461040158
10688850415023822847,1143768740077453997
4560058125978143559,1860522919986279911
17028331608909150136,1818317792118489531
6505296329281592240,15803996344767677374
4160987504864693932,9020896232544365458
11457850488290650862,4783570891206354962
8766946828935421983,7339709151777219252
6975804911970605404,3496963199287738699
4648915821561020705,11044785151884204349
15596786990348204698,9696877574808188028
1083159029562264643,16859075359520733523
3553212825505489679,14139765351691206403
6446172316086168883,18318016012037364678
18272072731114865581,6089369615440706651
10776801611178734208,6756593641735824918
4029103916028197053,4112776082087528008
7338605815826036906,14277059359147038473
10055549975798329829,948178432710415996
6231358955826738500,9501254374957075370
11091423922720125614,11416082006335087984
7067188471360431697,11171371819293400089
8331644031497382930,10113161164844647985
4815396529996370331,17140592298303876353
13933044689079850941,487584017885806882
8282462650814747685,8766374375074573679
1150065051397505979,3558363016902186592
5732234864917958473,17588291135148048955
1224892313449305480,1232893833629050374
1771107481973825500,11622123911661201955
9277816362966789897,4917135020152765186
11419992755572128186,6663181919619817107
13051913679731327908,9110162102709076306
5283546187925918268,5718463301791726478
8257375702914150757,2514261226984553557
819602260647524857,13566364539808748463
1551988963510852565,9833956865009007922
5541100830417644613,18266198514532009981
4258552807721173754,15358366245569582158
564696524078213281,7829604591545177432
1841519489619032307,15009360279365048996
8062877744098292777,6604125836194149054
9532483619689670979,10595494471243540194
11318246355518203108,10833645738549463946
17786753132321622049,10888687413807370598
15606116128429779207,3825723111553149607
7125072400526101608,5243682368242519458
1583401796836139538,15257309132973722769
4012871637612730253,6926867310580162577
2879406324157662422,10355862593521487371
4424664145942946851,8534790430104958688
18113166003480362433,11227193951860285123
177969829970222818,17474334458398205554
10712620816039541045,11606645920307559424
11263908275686217224,10956927329559976269
10833425145308729595,17898834106986590536
7237626917317325070,8529050929677633394
10908661092386694568,4566081483069923082
50878830059587144,11985717190844850594
3136339745828085691,3724637068673433937
7986197968879947383,4625970124551120879
18102988627421309331,17347220415457705674
13318003373748856609,17035861587756653919
3262952945516809647,12937198906239701037
11498633940165344300,7750908935835291112
1990556937410027809,15638725333996744806
531511085956234379,4342490719879008036
16080597710002001988,17542304148887317270
13163898588387237509,10630413385943172503
14132682999168443122,7539857593922168014
1634150878977621881,14234742863092842378
12557370526185425247,948546965088744564
6668244032710299915,12464009860235969891
17775675199123977501,15684318758533075487
4642412628306342163,6462062314719696721
18232982483165542597,2051148060086971681
17901432226282992642,12217100263330602421
13327453147676429329,10098736883615169417
1110287517670862591,15744832220834092157
11348424055392004115,14835003166110903791
11840216701375866603,13790929687766405201
15198715312290870310,2816093696774104881
4163800791461230908,17978132277047873063
2568387690995570416,9124799678394274857
7726135959298053012,8024747244713220726
9499432970431869907,4168302736080099418
12850423703624368251,11812725312186115103
3588128269807242281,18344972758015600751
5417200351047027362,17710697031415744806
8823725233882598211,16114844199426764849
14033070846048926856,2805186010869772459
13179838344288312391,12594209109339333487
2549265570273281458,14219437917688222783
3866827909863007434,17523068979208405061
3055147482974367786,7028755820175518582
8531345123007414359,12742048288800415462
684456353684067079,13191915587216365992
8488807694799572481,9126280391914774283
14707950335891449695,8912385712660588486
10089558000600913894,11262031981779454596
5687570043049345745,2953864797155092839
11689340366242634230,8026562918177158372
10487833087603056206,2843490368175749649
16087029380693242342,15112514801229968983
1503761527615401341,10410892563092688067
13466069743285951256,18110752269910511031
2956515716736011594,17868679021468666126
10570580226892619114,2402367611515035774
13727771834352834420,5373969441270365482
318516808982950371,7483265902541228007
12823283254967416347,3942936881380540432
17469047998940846177,13603643887827563433
13658482836387939605,3887668855438699357
6831726552431088741,5792552135520514755
8394076303398650574,4458979238847180444
15633934472111926083,970476790159151678
7902682195826050427,16616103657621141333
4113809083132368957,10710945813137454038
17828823738368319231,13911608120020128821
7981532526545964673,8724126299757070956
6157178952655321533,14488108974277354704
3336975790687634755,11652748495311100863
12054872249121211857,3713103745539138080
13160723388021468820,6946194665949104909
8351712634275300382,16642170218057868018
5609868983860724943,10118817311085686778
9936033822675503206,8537832092124343998
15951959564948581174,8965703730186137789
12693047680630308924,3826456376253515397
11011477040316487132,16176732255229357623
8661009512275786173,16537575843347060473
11849190552741134796,11168266529344668957
8674409215723523406,9987239566426872582
6396965326291561684,1563089239196663395
487129043920633377,14786583545134055207
8311814275760767272,16184574925736264391
2096036450136057053,10651214119643714345
7965112856610365539,1460266137949341882
8560176813935024360,4536311009670745483
9999243334800798909,9592526018840444550
15890153920597487279,4292608980624579819
7684213386684004547,13755056427448249409
15859043623651263829,14002191520872714273
8848466857700050872,9391386870135138931
6152833718855543842,3845823705089809712
11357193509809571787,16785020413706082482
5335107957259396580,9882675711033627733
13735726573074809394,9304751112432615437
13609125803609880311,7469378292114027128
13274803168770656401,5349854796869828871
11872375567526451655,9919185143250668313
9270138746297515936,8842641271315772103
11862491005324605212,2137757251085720681
10232445879666368570,2190378864594990028
10026222565842691798,14690045881798212043
12051262233636230352,5480974052569800034
3508900391742890413,9307960313092027802
17949682697412805891,14020285803886992874
16643593677340351048,1533932813191094244
14926399972447312898,7123086229279445720
12074737347128247260,14498138168954218828
3488770179065444913,3227529860674275856
11949705344020365216,9149173346455155927
10808988543639417279,17954083731954278416
2083302511690619604,17964537951010381637
999073687933330393,6349767429888150974
17040274954535283696,1937151311941134247
3795398014148215594,10417462066522584773
18177593395023810575,11331850152023021713
17049789366927420325,16918182990820181378
17093657325898174239,8979799903790734310
467501854793015601,8375320284250870291
14831413348179153286,15664760119102538895
11383113740281227039,1623105638607016721
5343966607308662384,7489771034122871819
8421150279433134606,9305379160679320058
401656015010712,7099573284813085272
6375710233177613552,6341490654494607207
10648041958082487593,11278098572615548116
965119982740316024,9547749228238253557
8753079235105839902,16945884308734221583
13861823527661843747,10406895545954502586
5415727587701069007,17802314797183609675
8938302036608532878,6796628526367163676
168159601272298742,7553307912650907884
13813366432967127870,164092584186457071
1821205631232810044,4933557084713283987
10802489631671312522,16237514432887324859
10185717165335276023,6783340568144377260
16010363092631502672,16847951584787030045
9739221817459316214,9341441336781968166
8310643535272869438,5747303100287456229
10688401794450878936,6318849584563060540
18409742345953230483,4225856812967145855
4424558328739450484,192250047891693266
4527564019236849791,13624428204381472661
5120413732254663596,3152121656699023745
3539492297755992312,15957064760067622477
3122508987411987983,2369672323176452888
2544345582060460084,7673177633703241604
13889088516559564409,2956368121000933099
5822437373954984342,10642125237729448762
17489985405894791134,14154554868222256961
7061978587528914834,9687025189497949305
3032383618121991874,7807483778658978490
10686176968733021263,15410780690813089971
5954765498797535865,14098541058238998772
17024105219332833823,217227048084833090
11778363699537797488,4808824739221042474
7594096363377065967,9743351624788980803
15256022905802227043,15065183515337071723
2084484872444413337,15743498476488200902
14001802940630330662,3903987437423746117
15083966469356422460,4474060756558082268
15370291201871183202,2226718357406005811
5975213146717462110,170232013660611350
12764439114930886341,15476184808139082320
14280526177508851522,17052895926377250582
1661502684920123468,5829035780257041955
10619825095416372340,14445446373479940772
1004156961243221186,12175299077883185099
13232644015039085200,12991070922834728231
418388372119446737,6293000403141620695
11936297567222181615,11992568728265421424
8255284413034378668,15345561653042136599
775016512089900669,17477779216199970507
9238928483604815997,3295456201102511105
4873023550009574514,856520139565168465
46460503207143159,4609477671658568417
11117730730815026234,13423861549078421357
608752924756327511,17533853003366938572
9155710944858153961,13118361622068300059
16260315723020434858,11189440473255809955
3801561077692152342,8752408598373762422
12086597118672696200,10535163877137025848
10655870078899227507,5452083612881440357
8146110173147785073,2451934526850755206
15809871143881801141,10441762609472090096
11836580474289476452,15597054831614738137
12824914384404489737,12610576372949532749
2035783895736747663,16824190929703219473
18214092574019626850,4027160035971196399
5473916103182125341,14596255614083999291
5818457165916378574,5835031762031599597
2206779415160240946,8841514545403418213
16362697641922965112,10905962431268998504
15099082902322834416,16194456492330229825
3829867756811914826,15086359831352530811
4286934588322630425,13125125179157584584
4517934886696060642,18078963604738600012
13099756247570323923,2225415002545328395
18013731056552210215,14553016067096570863
16628327293551052543,431231352836206874
15772268111521388442,16235618056099141481
8565536217929253374,208233626825472357
18051096388242211284,10120965745187529834
7417106095961225520,5035716400268384493
9456737697724659979,4641684600430442982
6499050830859342247,17242459663901408909
11243576959299174622,14123774272925302346
8406082411599578674,3006665038312045888
1621125363559055729,4721484329849880125
8899184120506623584,18151918078251594355
14397490983875971798,11961432993183457721
3235756429532220297,15010050612904866194
10652389267194417205,17794641870459247121
10144712475987586496,17334043960065763102
5859836278268255410,12606127764354167137
3435875744700315378,12014784664014304192
2233690326566499998,13462566882831986669
6882222668525063079,17977019670091724481
14876673899413176512,6203379467377782578
4306609326777840987,10885131298321287354
10658173135422669351,5103542676324205788
17705183645722788060,9852371876298042134
15395736753970054322,16483941417964224801
17273715591740214506,17047319992594833288
941841876503097661,6391146166612543630
12817211469061708677,3022053121417180911
5822552612000996977,15090434957111726201
11362629798165683348,5239863707969849565
11515321519450395797,10337197968626545109
15398904784965680367,3143492737202816116
14975360252377474438,18078833621125866151
